#,Blog Title,Primary Keyword,Search Intent,Content Cluster,Target Audience,Career Stage,Tier,Difficulty,Traffic Potential,Conversion Potential,TailorCV Relevance,TailorCV Feature,URL Slug,Image Filename,Internal Links
854,Generating a Cover Letter That Matches the Posting,generate cover letter from job posting,Transactional,Resume Tailoring,Active applicants,All,Tier 1,Medium,High,Very High,Very High,Resume tailoring (JD match),cover-letter-from-the-posting,cover-letter-from-the-posting.png,tailoring-checklist-per-application; how-to-read-your-ats-report
855,Bank Teller Resume: What to Put First and What to Cut,bank teller resume,Informational,Resume Examples,Bank Teller applicants,Entry-level,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),bank-teller-resume-guide,bank-teller-resume-guide.png,what-belongs-in-skills; duty-into-achievement
856,Loan Officer Resume: What to Put First and What to Cut,loan officer resume,Informational,Resume Examples,Loan Officer applicants,Mid-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),loan-officer-resume-guide,loan-officer-resume-guide.png,what-belongs-in-skills; duty-into-achievement
857,Financial Advisor Resume: What to Put First and What to Cut,financial advisor resume,Informational,Resume Examples,Financial Advisor applicants,Mid-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),financial-advisor-resume-guide,financial-advisor-resume-guide.png,what-belongs-in-skills; duty-into-achievement
858,Bookkeeper Resume: What to Put First and What to Cut,bookkeeper resume,Informational,Resume Examples,Bookkeeper applicants,Entry-level,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),bookkeeper-resume-guide,bookkeeper-resume-guide.png,what-belongs-in-skills; duty-into-achievement
859,Payroll Specialist Resume: What to Put First and What to Cut,payroll specialist resume,Informational,Resume Examples,Payroll Specialist applicants,Mid-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),payroll-specialist-resume-guide,payroll-specialist-resume-guide.png,what-belongs-in-skills; duty-into-achievement
860,Billing Specialist Resume: What to Put First and What to Cut,billing specialist resume,Informational,Resume Examples,Billing Specialist applicants,Entry-level,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),billing-specialist-resume-guide,billing-specialist-resume-guide.png,what-belongs-in-skills; duty-into-achievement
861,Receptionist Resume: What to Put First and What to Cut,receptionist resume,Informational,Resume Examples,Receptionist applicants,Entry-level,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),receptionist-resume-guide,receptionist-resume-guide.png,what-belongs-in-skills; duty-into-achievement
862,Administrative Coordinator Resume: What to Put First and What to Cut,administrative coordinator resume,Informational,Resume Examples,Administrative Coordinator applicants,Early-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),administrative-coordinator-resume-guide,administrative-coordinator-resume-guide.png,what-belongs-in-skills; duty-into-achievement
863,Facilities Manager Resume: What to Put First and What to Cut,facilities manager resume,Informational,Resume Examples,Facilities Manager applicants,Mid-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),facilities-manager-resume-guide,facilities-manager-resume-guide.png,what-belongs-in-skills; duty-into-achievement
864,Fleet Manager Resume: What to Put First and What to Cut,fleet manager resume,Informational,Resume Examples,Fleet Manager applicants,Mid-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),fleet-manager-resume-guide,fleet-manager-resume-guide.png,what-belongs-in-skills; duty-into-achievement
865,Store Manager Resume: What to Put First and What to Cut,store manager resume,Informational,Resume Examples,Store Manager applicants,Mid-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),store-manager-resume-guide,store-manager-resume-guide.png,what-belongs-in-skills; duty-into-achievement
866,Merchandiser Resume: What to Put First and What to Cut,merchandiser resume,Informational,Resume Examples,Merchandiser applicants,Early-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),merchandiser-resume-guide,merchandiser-resume-guide.png,what-belongs-in-skills; duty-into-achievement
867,Buyer Resume: What to Put First and What to Cut,retail buyer resume,Informational,Resume Examples,Buyer applicants,Mid-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),retail-buyer-resume-guide,retail-buyer-resume-guide.png,what-belongs-in-skills; duty-into-achievement
868,Category Manager Resume: What to Put First and What to Cut,category manager resume,Informational,Resume Examples,Category Manager applicants,Mid-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),category-manager-resume-guide,category-manager-resume-guide.png,what-belongs-in-skills; duty-into-achievement
869,Barista / Café Supervisor Resume: What to Put First and What to Cut,barista resume,Informational,Resume Examples,Barista / Café Supervisor applicants,Entry-level,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),barista-supervisor-resume-guide,barista-supervisor-resume-guide.png,what-belongs-in-skills; duty-into-achievement
870,Bartender Resume: What to Put First and What to Cut,bartender resume,Informational,Resume Examples,Bartender applicants,Entry-level,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),bartender-resume-guide,bartender-resume-guide.png,what-belongs-in-skills; duty-into-achievement
871,Housekeeping Supervisor Resume: What to Put First and What to Cut,housekeeping resume,Informational,Resume Examples,Housekeeping Supervisor applicants,Entry-level,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),housekeeping-supervisor-resume-guide,housekeeping-supervisor-resume-guide.png,what-belongs-in-skills; duty-into-achievement
872,Tour Guide Resume: What to Put First and What to Cut,tour guide resume,Informational,Resume Examples,Tour Guide applicants,Entry-level,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),tour-guide-resume-guide,tour-guide-resume-guide.png,what-belongs-in-skills; duty-into-achievement
873,Cabin Crew Resume: What to Put First and What to Cut,cabin crew resume,Informational,Resume Examples,Cabin Crew applicants,Entry-level,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),cabin-crew-resume-guide,cabin-crew-resume-guide.png,what-belongs-in-skills; duty-into-achievement
874,Travel Consultant Resume: What to Put First and What to Cut,travel consultant resume,Informational,Resume Examples,Travel Consultant applicants,Early-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),travel-consultant-resume-guide,travel-consultant-resume-guide.png,what-belongs-in-skills; duty-into-achievement
875,Personal Trainer Resume: What to Put First and What to Cut,personal trainer resume,Informational,Resume Examples,Personal Trainer applicants,Early-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),personal-trainer-resume-guide,personal-trainer-resume-guide.png,what-belongs-in-skills; duty-into-achievement
876,Physiotherapy Assistant Resume: What to Put First and What to Cut,physiotherapy assistant resume,Informational,Resume Examples,Physiotherapy Assistant applicants,Entry-level,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),physiotherapy-assistant-resume-guide,physiotherapy-assistant-resume-guide.png,what-belongs-in-skills; duty-into-achievement
877,Care Worker Resume: What to Put First and What to Cut,care worker resume,Informational,Resume Examples,Care Worker applicants,Entry-level,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),care-worker-resume-guide,care-worker-resume-guide.png,what-belongs-in-skills; duty-into-achievement
878,Childcare Worker Resume: What to Put First and What to Cut,childcare resume,Informational,Resume Examples,Childcare Worker applicants,Entry-level,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),childcare-worker-resume-guide,childcare-worker-resume-guide.png,what-belongs-in-skills; duty-into-achievement
879,School Counselor Resume: What to Put First and What to Cut,school counselor resume,Informational,Resume Examples,School Counselor applicants,Mid-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),school-counselor-resume-guide,school-counselor-resume-guide.png,what-belongs-in-skills; duty-into-achievement
880,Academic Advisor Resume: What to Put First and What to Cut,academic advisor resume,Informational,Resume Examples,Academic Advisor applicants,Mid-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),academic-advisor-resume-guide,academic-advisor-resume-guide.png,what-belongs-in-skills; duty-into-achievement
881,Admissions Officer Resume: What to Put First and What to Cut,admissions officer resume,Informational,Resume Examples,Admissions Officer applicants,Mid-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),admissions-officer-resume-guide,admissions-officer-resume-guide.png,what-belongs-in-skills; duty-into-achievement
882,Museum Curator Resume: What to Put First and What to Cut,curator resume,Informational,Resume Examples,Museum Curator applicants,Mid-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),museum-curator-resume-guide,museum-curator-resume-guide.png,what-belongs-in-skills; duty-into-achievement
883,Archivist Resume: What to Put First and What to Cut,archivist resume,Informational,Resume Examples,Archivist applicants,Mid-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),archivist-resume-guide,archivist-resume-guide.png,what-belongs-in-skills; duty-into-achievement
884,Translator Resume: What to Put First and What to Cut,translator resume,Informational,Resume Examples,Translator applicants,Mid-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),translator-resume-guide,translator-resume-guide.png,what-belongs-in-skills; duty-into-achievement
885,Interpreter Resume: What to Put First and What to Cut,interpreter resume,Informational,Resume Examples,Interpreter applicants,Mid-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),interpreter-resume-guide,interpreter-resume-guide.png,what-belongs-in-skills; duty-into-achievement
886,Editor Resume: What to Put First and What to Cut,editor resume,Informational,Resume Examples,Editor applicants,Mid-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),editor-resume-guide,editor-resume-guide.png,what-belongs-in-skills; duty-into-achievement
887,Proofreader Resume: What to Put First and What to Cut,proofreader resume,Informational,Resume Examples,Proofreader applicants,Early-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),proofreader-resume-guide,proofreader-resume-guide.png,what-belongs-in-skills; duty-into-achievement
888,Social Media Coordinator Resume: What to Put First and What to Cut,social media coordinator resume,Informational,Resume Examples,Social Media Coordinator applicants,Entry-level,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),social-media-coordinator-resume-guide,social-media-coordinator-resume-guide.png,what-belongs-in-skills; duty-into-achievement
889,Community Manager Resume: What to Put First and What to Cut,community manager resume,Informational,Resume Examples,Community Manager applicants,Mid-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),community-manager-resume-guide,community-manager-resume-guide.png,what-belongs-in-skills; duty-into-achievement
890,Podcast Producer Resume: What to Put First and What to Cut,podcast producer resume,Informational,Resume Examples,Podcast Producer applicants,Mid-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),podcast-producer-resume-guide,podcast-producer-resume-guide.png,what-belongs-in-skills; duty-into-achievement
891,Sound Engineer Resume: What to Put First and What to Cut,sound engineer resume,Informational,Resume Examples,Sound Engineer applicants,Mid-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),sound-engineer-resume-guide,sound-engineer-resume-guide.png,what-belongs-in-skills; duty-into-achievement
892,Broadcast Technician Resume: What to Put First and What to Cut,broadcast technician resume,Informational,Resume Examples,Broadcast Technician applicants,Mid-career,Tier 2,Medium,Medium,High,High,Resume tailoring (JD match),broadcast-technician-resume-guide,broadcast-technician-resume-guide.png,what-belongs-in-skills; duty-into-achievement
